user_id,number,frequency,est_i,estimation
23770508,four,3,1,30
23770508,eight,12,1,30
23770508,three,2,1,62
23770508,nine,11,1,10
23770508,one,13,2,30
23770508,ten,8,1,18
23770508,five,7,2,31
23770508,seven,5,1,13
23770508,eleven,10,2,24
23770508,two,1,1,17
21216083,nine,9,1,50
21216083,thirteen,1,1,40
21216083,ten,3,1,60
21216083,six,7,2,30
21216083,three,5,1,40
21216083,one,4,2,65
21216083,eleven,8,1,40
21216083,seven,10,2,50
21216083,two,6,1,50
21216083,four,12,1,60
21216083,five,2,1,65
21216083,twelve,11,1,45
21216083,eight,13,2,55
02654370,eight,6,1,60
02654370,nine,9,1,30
02654370,one,13,2,26
02654370,thirteen,1,1,20
02654370,five,7,2,18
02654370,seven,8,1,13
02654370,four,11,1,15
02654370,six,2,1,55
02654370,twelve,10,2,35
02654370,three,5,1,15
02654370,eleven,3,1,15
02654370,two,12,1,25
02654370,ten,4,2,45
89720021,four,3,1,70
89720021,three,1,1,41
89720021,ten,4,2,53
89720021,seven,5,1,11
89720021,five,12,1,50
89720021,one,2,1,87
89720021,eight,8,1,50
89720021,thirteen,13,2,40
89720021,two,6,1,70
89720021,six,11,1,42
89720021,nine,9,1,43
89720021,eleven,7,2,24
89720021,twelve,10,2,50
56657210,nine,8,1,35
56657210,seven,2,1,41
56657210,ten,12,1,37
56657210,two,3,1,23
56657210,twelve,10,2,42
56657210,thirteen,6,1,30
56657210,five,13,2,25
56657210,eleven,11,1,35
56657210,eight,1,1,37
56657210,four,5,1,11
56657210,six,7,2,28
56657210,one,9,1,33
56657210,three,4,2,39
47823704,five,4,2,50
47823704,six,7,2,45
47823704,two,8,1,50
47823704,thirteen,2,1,75
47823704,ten,11,1,50
47823704,one,5,1,33
47823704,twelve,1,1,50
47823704,nine,6,1,62
47823704,four,12,1,50
47823704,eight,10,2,50
47823704,three,13,2,45
47823704,seven,3,1,35
47823704,eleven,9,1,50
14784085,one,3,1,60
14784085,twelve,9,1,45
14784085,eleven,2,1,70
14784085,nine,6,1,55
14784085,five,10,2,58
14784085,eight,11,1,40
14784085,thirteen,13,2,60
14784085,four,12,1,46
14784085,two,5,1,30
14784085,six,1,1,30
14784085,seven,7,2,45
14784085,ten,4,2,80
14784085,three,8,1,33
38616545,four,6,1,18
38616545,twelve,11,1,10
38616545,three,8,1,10
38616545,thirteen,13,2,10
38616545,five,7,2,20
38616545,ten,2,1,40
38616545,nine,10,2,30
38616545,two,4,2,28
38616545,one,3,1,26
38616545,eight,1,1,40
38616545,six,9,1,50
38616545,seven,12,1,41
38616545,eleven,5,1,5
50693554,one,3,1,56
50693554,four,7,2,35
50693554,thirteen,9,1,59
50693554,seven,11,1,62
50693554,eleven,1,1,45
50693554,nine,8,1,35
50693554,five,4,2,70
50693554,three,10,2,50
50693554,six,2,1,80
50693554,two,6,1,65
50693554,twelve,12,1,65
50693554,ten,13,2,40
50693554,eight,5,1,25
04040188,six,10,2,90
04040188,seven,12,1,34
04040188,eleven,4,2,67
04040188,three,6,1,79
04040188,ten,9,1,60
04040188,two,11,1,62
04040188,twelve,7,2,37
04040188,thirteen,5,1,31
04040188,nine,2,1,71
04040188,eight,8,1,39
04040188,one,13,2,44
04040188,five,1,1,61
04040188,four,3,1,60
48251878,seven,4,2,55
48251878,four,1,1,33
48251878,twelve,13,2,45
48251878,thirteen,9,1,45
48251878,three,6,1,70
48251878,six,7,2,15
48251878,eight,11,1,40
48251878,ten,8,1,33
48251878,nine,2,1,70
48251878,five,3,1,30
48251878,eleven,12,1,45
48251878,two,10,2,30
48251878,one,5,1,20
80603668,ten,4,2,75
80603668,eight,9,1,60
80603668,two,7,2,70
80603668,six,13,2,55
80603668,three,6,1,70
80603668,four,12,1,50
80603668,one,11,1,50
80603668,nine,1,1,50
80603668,thirteen,8,1,50
80603668,twelve,10,2,60
80603668,eleven,2,1,85
80603668,seven,3,1,40
80603668,five,5,1,15
45916054,eleven,12,1,55
45916054,six,8,1,25
45916054,eight,13,2,35
45916054,one,3,1,30
45916054,five,1,1,50
45916054,seven,4,2,60
45916054,three,10,2,50
45916054,twelve,6,1,65
45916054,nine,5,1,20
45916054,ten,7,2,40
45916054,four,2,1,74
45916054,two,11,1,25
45916054,thirteen,9,1,45
64405499,eight,7,2,70
64405499,seven,8,1,40
64405499,ten,6,1,80
64405499,two,1,1,80
64405499,five,12,1,45
64405499,eleven,3,1,30
64405499,nine,10,2,15
64405499,one,11,1,55
64405499,three,2,1,65
64405499,twelve,5,1,25
64405499,four,9,1,90
64405499,thirteen,13,2,45
64405499,six,4,2,55
67831249,eight,6,1,10
67831249,seven,2,1,15
67831249,five,7,2,5
67831249,thirteen,1,1,10
67831249,eleven,9,1,15
67831249,four,8,1,3
67831249,one,13,2,12
67831249,three,5,1,0
67831249,nine,11,1,15
67831249,six,12,1,10
67831249,twelve,4,2,15
67831249,ten,3,1,5
67831249,two,10,2,0
76350563,nine,1,1,40
76350563,seven,5,1,20
76350563,twelve,6,1,50
76350563,eleven,12,1,60
76350563,three,11,1,30
76350563,four,9,1,50
76350563,thirteen,4,2,70
76350563,one,8,1,30
76350563,eight,7,2,20
76350563,five,10,2,50
76350563,six,2,1,60
76350563,ten,3,1,40
76350563,two,13,2,60
52423565,nine,4,2,66
52423565,twelve,8,1,29
52423565,ten,9,1,57
52423565,two,12,1,59
52423565,seven,11,1,53
52423565,four,13,2,57
52423565,eleven,2,1,58
52423565,five,3,1,46
52423565,eight,6,1,48
52423565,one,1,1,46
52423565,thirteen,7,2,41
52423565,six,10,2,39
52423565,three,5,1,52
89543668,six,12,1,45
89543668,eight,5,1,15
89543668,seven,11,1,40
89543668,thirteen,8,1,15
89543668,nine,10,2,25
89543668,four,9,1,65
89543668,eleven,1,1,50
89543668,three,7,2,10
89543668,twelve,2,1,70
89543668,one,6,1,50
89543668,ten,13,2,55
89543668,two,4,2,60
89543668,five,3,1,35
16610836,eleven,8,1,30
16610836,nine,1,1,70
16610836,five,10,2,50
16610836,seven,13,2,50
16610836,six,5,1,25
16610836,twelve,12,1,50
16610836,four,9,1,50
16610836,three,7,2,30
16610836,ten,3,1,40
16610836,eight,6,1,70
16610836,two,4,2,70
16610836,one,2,1,80
16610836,thirteen,11,1,50
78265409,five,2,1,70
78265409,twelve,13,2,40
78265409,three,1,1,30
78265409,eight,3,1,20
78265409,two,5,1,30
78265409,nine,12,1,40
78265409,four,4,2,50
78265409,one,7,2,20
78265409,ten,6,1,30
78265409,thirteen,9,1,40
78265409,seven,11,1,20
78265409,six,10,2,20
78265409,eleven,8,1,15
22555717,thirteen,2,1,85
22555717,eight,1,1,35
22555717,one,10,2,20
22555717,seven,9,1,37
22555717,six,6,1,35
22555717,twelve,7,2,45
22555717,two,12,1,40
22555717,eleven,8,1,10
22555717,three,3,1,15
22555717,ten,5,1,17
22555717,nine,4,2,70
22555717,four,11,1,28
22555717,five,13,2,35
65240205,twelve,6,1,11
65240205,three,2,1,63
65240205,thirteen,4,2,83
65240205,eleven,13,2,26
65240205,seven,10,2,19
65240205,six,7,2,9
65240205,nine,12,1,47
65240205,eight,5,1,26
65240205,four,11,1,20
65240205,ten,1,1,55
65240205,two,9,1,37
65240205,one,3,1,28
65240205,five,8,1,17
43500286,one,7,2,25
43500286,six,4,2,50
43500286,four,6,1,35
43500286,two,13,2,30
43500286,twelve,2,1,70
43500286,eleven,3,1,20
43500286,five,8,1,15
43500286,three,9,1,10
43500286,thirteen,10,2,15
43500286,eight,11,1,45
43500286,seven,1,1,35
43500286,nine,12,1,40
43500286,ten,5,1,10
57425321,seven,6,1,51
57425321,one,7,2,23
57425321,four,11,1,57
57425321,eleven,12,1,50
57425321,nine,5,1,21
57425321,six,10,2,49
57425321,five,3,1,24
57425321,ten,4,2,63
57425321,eight,13,2,37
57425321,twelve,2,1,72
57425321,thirteen,1,1,48
57425321,two,9,1,50
57425321,three,8,1,21
77354634,nine,2,1,50
77354634,six,11,1,60
77354634,twelve,9,1,50
77354634,eleven,3,1,0
77354634,four,10,2,10
77354634,five,6,1,10
77354634,ten,7,2,15
77354634,thirteen,1,1,25
77354634,eight,4,2,75
77354634,two,5,1,25
77354634,seven,13,2,40
77354634,three,8,1,0
77354634,one,12,1,20
53454748,nine,2,1,85
53454748,twelve,1,1,40
53454748,two,12,1,37
53454748,four,4,2,64
53454748,three,8,1,35
53454748,ten,13,2,60
53454748,eight,10,2,35
53454748,one,3,1,25
53454748,thirteen,11,1,55
53454748,six,9,1,70
53454748,eleven,7,2,55
53454748,five,6,1,78
53454748,seven,5,1,90
63222565,twelve,4,2,65
63222565,thirteen,12,1,40
63222565,ten,11,1,55
63222565,four,3,1,35
63222565,five,7,2,30
63222565,six,13,2,50
63222565,seven,10,2,50
63222565,eight,2,1,75
63222565,two,5,1,25
63222565,three,9,1,50
63222565,nine,8,1,50
63222565,one,6,1,65
63222565,eleven,1,1,50
00807792,three,9,1,60
00807792,four,12,1,20
00807792,nine,8,1,10
00807792,ten,5,1,15
00807792,eight,11,1,30
00807792,six,10,2,55
00807792,seven,6,1,75
00807792,twelve,1,1,45
00807792,two,2,1,80
00807792,eleven,3,1,40
00807792,five,7,2,25
00807792,thirteen,4,2,75
00807792,one,13,2,60
22273864,seven,4,2,72
22273864,ten,12,1,47
22273864,six,7,2,15
22273864,nine,5,1,10
22273864,four,11,1,39
22273864,five,9,1,50
22273864,eight,10,2,40
22273864,three,2,1,77
22273864,twelve,1,1,50
22273864,thirteen,8,1,50
22273864,two,3,1,53
22273864,eleven,6,1,69
22273864,one,13,2,46
67400011,five,2,1,85
67400011,three,3,1,30
67400011,eleven,7,2,40
67400011,nine,8,1,25
67400011,two,4,2,85
67400011,six,11,1,20
67400011,seven,13,2,35
67400011,four,9,1,40
67400011,twelve,6,1,40
67400011,one,5,1,15
67400011,thirteen,1,1,55
67400011,ten,12,1,50
67400011,eight,10,2,35
28208249,eleven,12,1,40
28208249,three,13,2,30
28208249,eight,9,1,45
28208249,five,3,1,60
28208249,nine,8,1,50
28208249,twelve,1,1,45
28208249,thirteen,5,1,75
28208249,one,10,2,37
28208249,four,2,1,80
28208249,seven,4,2,70
28208249,two,11,1,34
28208249,ten,6,1,63
28208249,six,7,2,40
27804437,four,2,1,70
27804437,thirteen,5,1,30
27804437,five,11,1,50
27804437,nine,4,2,95
27804437,eleven,6,1,66
27804437,two,12,1,40
27804437,ten,9,1,40
27804437,one,10,2,50
27804437,seven,8,1,50
27804437,six,13,2,50
27804437,eight,1,1,50
27804437,twelve,7,2,63
27804437,three,3,1,30
