user_id,number,frequency,est_i,estimation
06583416,three,3,2,10
06583416,five,5,2,10
27320765,four,2,2,39
27320765,one,6,2,33
27320765,five,4,2,33
27320765,six,3,2,20
27320765,three,1,2,80
27320765,two,5,2,30
53550796,three,3,2,20
53550796,four,4,2,25
53550796,five,1,2,60
53550796,six,6,2,10
53550796,two,2,2,40
53550796,one,5,2,15
08639280,one,6,2,20
08639280,four,1,2,10
08639280,five,5,2,10
08639280,two,2,2,10
08639280,six,4,2,8
08639280,three,3,2,15
69098409,four,5,2,15
69098409,one,3,2,25
69098409,two,6,2,10
69098409,three,4,2,20
69098409,six,1,2,95
69098409,five,2,2,40
04878383,four,1,2,30
04878383,two,3,2,90
04878383,three,5,2,30
04878383,five,4,2,20
04878383,one,2,2,30
04878383,six,6,2,20
88736300,four,2,2,10
88736300,three,3,2,7
88736300,two,5,2,3
88736300,six,4,2,12
88736300,five,6,2,16
88736300,one,1,2,10
37980870,three,6,2,7
37980870,five,1,2,100
37980870,one,5,2,15
37980870,four,3,2,33
37980870,two,4,2,20
37980870,six,2,2,41
76727378,two,6,2,20
76727378,five,4,2,5
76727378,three,5,2,10
76727378,six,2,2,8
76727378,one,1,2,5
76727378,four,3,2,3
40527356,three,6,2,19
40527356,six,1,2,65
40527356,one,3,2,55
40527356,five,2,2,30
40527356,two,4,2,21
40527356,four,5,2,12
37186094,five,2,2,25
37186094,four,3,2,15
37186094,three,6,2,10
37186094,six,1,2,60
37186094,one,4,2,30
37186094,two,5,2,18
84092711,two,4,2,15
84092711,four,6,2,7
84092711,three,5,2,30
84092711,one,2,2,25
84092711,six,1,2,60
84092711,five,3,2,30
31907182,six,5,2,20
31907182,four,4,2,15
31907182,one,1,2,100
31907182,two,6,2,19
31907182,five,2,2,35
31907182,three,3,2,40
07542150,three,4,2,25
07542150,five,2,2,20
07542150,six,6,2,0
07542150,one,1,2,35
07542150,four,5,2,0
07542150,two,3,2,15
28071418,four,6,2,10
28071418,one,3,2,15
28071418,three,2,2,15
28071418,two,4,2,15
28071418,five,5,2,15
28071418,six,1,2,15
32480749,six,2,2,16
32480749,five,6,2,60
32480749,one,3,2,18
32480749,two,1,2,1
32480749,four,5,2,50
32480749,three,4,2,40
17702311,three,3,2,20
17702311,five,5,2,16
17702311,four,2,2,67
17702311,one,6,2,12
17702311,six,1,2,99
17702311,two,4,2,28
56003311,one,5,2,31
56003311,four,1,2,16
56003311,six,4,2,76
56003311,three,6,2,36
56003311,five,3,2,42
56003311,two,2,2,56
93819534,two,4,2,15
93819534,five,2,2,60
93819534,four,1,2,100
93819534,one,6,2,20
93819534,three,3,2,30
93819534,six,5,2,15
02278510,one,2,2,15
02278510,two,1,2,70
02278510,four,5,2,25
02278510,six,6,2,10
02278510,five,4,2,10
02278510,three,3,2,5
22938349,six,1,2,0
22938349,five,4,2,0
22938349,one,2,2,0
22938349,three,3,2,0
22938349,four,6,2,0
22938349,two,5,2,0
66668179,six,1,2,3
66668179,five,5,2,50
66668179,one,6,2,60
66668179,four,2,2,10
66668179,two,4,2,23
66668179,three,3,2,12
38013412,one,5,2,5
38013412,three,6,2,3
38013412,four,4,2,10
38013412,two,1,2,30
38013412,six,2,2,7
38013412,five,3,2,1
74551238,six,3,2,75
74551238,four,6,2,20
74551238,two,4,2,15
74551238,three,2,2,40
74551238,five,5,2,10
74551238,one,1,2,100
52591639,two,1,2,99
52591639,one,3,2,27
52591639,five,2,2,42
52591639,three,5,2,15
52591639,six,4,2,20
52591639,four,6,2,13
