user_id,animal,frequency,est_i,estimation
08316395,guinea_pig,2,2,50
47603767,rabbit,4,0,80
47603767,rabbit,4,1,50
47603767,rabbit,4,2,50
47603767,pigeon,2,0,67
47603767,pigeon,2,1,80
47603767,pigeon,2,2,55
47603767,guinea_pig,1,0,88
47603767,guinea_pig,1,1,80
47603767,guinea_pig,1,2,55
47603767,mouse,3,0,45
47603767,mouse,3,1,56
47603767,mouse,3,2,90
21301430,guinea_pig,2,0,95
21301430,guinea_pig,2,1,85
21301430,guinea_pig,2,2,90
21301430,mouse,3,0,60
21301430,mouse,3,1,65
21301430,mouse,3,2,70
21301430,pigeon,1,0,95
21301430,pigeon,1,1,90
21301430,pigeon,1,2,90
21301430,rabbit,4,0,85
21301430,rabbit,4,1,90
21301430,rabbit,4,2,85
62405276,pigeon,4,0,100
62405276,pigeon,4,1,0
62405276,pigeon,4,2,60
62405276,mouse,3,0,70
62405276,mouse,3,1,20
62405276,mouse,3,2,30
62405276,guinea_pig,2,0,60
62405276,guinea_pig,2,1,70
62405276,guinea_pig,2,2,100
62405276,rabbit,1,0,100
62405276,rabbit,1,1,100
62405276,rabbit,1,2,60
25157957,pigeon,3,0,10
25157957,pigeon,3,1,20
25157957,pigeon,3,2,30
25157957,guinea_pig,2,0,80
25157957,guinea_pig,2,1,80
25157957,guinea_pig,2,2,75
25157957,rabbit,4,0,1
25157957,rabbit,4,1,1
25157957,rabbit,4,2,5
25157957,mouse,1,0,10
25157957,mouse,1,1,26
25157957,mouse,1,2,20
90149204,pigeon,2,0,70
90149204,pigeon,2,1,65
90149204,pigeon,2,2,90
90149204,mouse,3,0,80
90149204,mouse,3,1,70
90149204,mouse,3,2,60
90149204,guinea_pig,4,0,50
90149204,guinea_pig,4,1,40
90149204,guinea_pig,4,2,40
90149204,rabbit,1,0,70
90149204,rabbit,1,1,60
90149204,rabbit,1,2,40
31692917,pigeon,2,0,80
31692917,pigeon,2,1,80
31692917,pigeon,2,2,90
31692917,rabbit,1,0,99
31692917,rabbit,1,1,99
31692917,rabbit,1,2,99
31692917,guinea_pig,3,0,70
31692917,guinea_pig,3,1,80
31692917,guinea_pig,3,2,60
31692917,mouse,4,0,90
31692917,mouse,4,1,70
31692917,mouse,4,2,70
90014012,pigeon,1,0,70
90014012,pigeon,1,1,40
90014012,pigeon,1,2,62
90014012,guinea_pig,2,0,45
90014012,guinea_pig,2,1,36
90014012,guinea_pig,2,2,49
90014012,mouse,3,0,27
90014012,mouse,3,1,18
90014012,mouse,3,2,15
90014012,rabbit,4,0,11
90014012,rabbit,4,1,16
90014012,rabbit,4,2,15
62958182,guinea_pig,2,0,50
62958182,guinea_pig,2,1,76
62958182,guinea_pig,2,2,88
62958182,mouse,3,0,41
62958182,mouse,3,1,34
62958182,mouse,3,2,46
62958182,rabbit,1,0,100
62958182,rabbit,1,1,100
62958182,rabbit,1,2,100
62958182,pigeon,4,0,88
62958182,pigeon,4,1,90
62958182,pigeon,4,2,83
00147200,mouse,4,0,65
00147200,mouse,4,1,77
00147200,mouse,4,2,89
00147200,pigeon,3,0,51
00147200,pigeon,3,1,22
00147200,pigeon,3,2,51
00147200,rabbit,1,0,46
00147200,rabbit,1,1,33
00147200,rabbit,1,2,60
00147200,guinea_pig,2,0,60
00147200,guinea_pig,2,1,62
00147200,guinea_pig,2,2,65
81805966,guinea_pig,3,0,95
81805966,guinea_pig,3,1,90
81805966,guinea_pig,3,2,60
81805966,pigeon,1,0,50
81805966,pigeon,1,1,80
81805966,pigeon,1,2,70
81805966,rabbit,2,0,65
81805966,rabbit,2,1,60
81805966,rabbit,2,2,50
81805966,mouse,4,0,45
81805966,mouse,4,1,40
81805966,mouse,4,2,40
56359958,guinea_pig,1,0,52
56359958,guinea_pig,1,1,55
56359958,guinea_pig,1,2,46
56359958,rabbit,4,0,50
56359958,rabbit,4,1,50
56359958,rabbit,4,2,50
56359958,pigeon,3,0,38
56359958,pigeon,3,1,40
56359958,pigeon,3,2,25
56359958,mouse,2,0,80
56359958,mouse,2,1,75
56359958,mouse,2,2,80
52888916,rabbit,2,0,50
52888916,rabbit,2,1,36
52888916,rabbit,2,2,43
52888916,pigeon,3,0,17
52888916,pigeon,3,1,10
52888916,pigeon,3,2,13
52888916,mouse,1,0,17
52888916,mouse,1,1,24
52888916,mouse,1,2,50
52888916,guinea_pig,4,0,43
52888916,guinea_pig,4,1,33
52888916,guinea_pig,4,2,41
74666657,pigeon,3,0,40
74666657,pigeon,3,1,45
74666657,pigeon,3,2,70
74666657,guinea_pig,1,0,100
74666657,guinea_pig,1,1,100
74666657,guinea_pig,1,2,100
74666657,rabbit,4,0,10
74666657,rabbit,4,1,25
74666657,rabbit,4,2,100
74666657,mouse,2,0,75
74666657,mouse,2,1,60
74666657,mouse,2,2,80
44271541,pigeon,2,0,15
44271541,pigeon,2,1,20
44271541,pigeon,2,2,20
44271541,rabbit,1,0,10
44271541,rabbit,1,1,10
44271541,rabbit,1,2,10
44271541,mouse,4,0,5
44271541,mouse,4,1,5
44271541,mouse,4,2,3
44271541,guinea_pig,3,0,10
44271541,guinea_pig,3,1,5
44271541,guinea_pig,3,2,5
11478710,mouse,3,0,61
11478710,mouse,3,1,50
11478710,mouse,3,2,65
11478710,guinea_pig,2,0,85
11478710,guinea_pig,2,1,44
11478710,guinea_pig,2,2,64
11478710,pigeon,4,0,25
11478710,pigeon,4,1,16
11478710,pigeon,4,2,26
11478710,rabbit,1,0,40
11478710,rabbit,1,1,33
11478710,rabbit,1,2,47
11478710,mouse,3,0,61
11478710,mouse,3,1,50
11478710,mouse,3,2,65
11478710,guinea_pig,2,0,85
11478710,guinea_pig,2,1,44
11478710,guinea_pig,2,2,64
11478710,pigeon,4,0,25
11478710,pigeon,4,1,16
11478710,pigeon,4,2,26
11478710,rabbit,1,0,40
11478710,rabbit,1,1,33
11478710,rabbit,1,2,47
11478710,rabbit,1,0,47
78430448,mouse,4,0,70
78430448,mouse,4,1,80
78430448,mouse,4,2,90
78430448,rabbit,1,0,95
78430448,rabbit,1,1,100
78430448,rabbit,1,2,100
78430448,pigeon,2,0,25
78430448,pigeon,2,1,100
78430448,pigeon,2,2,80
78430448,guinea_pig,3,0,33
78430448,guinea_pig,3,1,25
78430448,guinea_pig,3,2,25
31174284,rabbit,1,0,100
31174284,rabbit,1,1,50
31174284,rabbit,1,2,10
31174284,pigeon,3,0,31
31174284,pigeon,3,1,42
31174284,pigeon,3,2,7
31174284,mouse,4,0,26
31174284,mouse,4,1,62
31174284,mouse,4,2,4
31174284,guinea_pig,2,0,68
31174284,guinea_pig,2,1,52
31174284,guinea_pig,2,2,74
31174284,rabbit,1,0,100
31174284,rabbit,1,1,50
31174284,rabbit,1,2,10
31174284,pigeon,3,0,31
31174284,pigeon,3,1,42
31174284,pigeon,3,2,7
31174284,mouse,4,0,26
31174284,mouse,4,1,62
31174284,mouse,4,2,4
31174284,guinea_pig,2,0,68
31174284,guinea_pig,2,1,52
31174284,guinea_pig,2,2,74
31174284,guinea_pig,2,0,71
72941617,pigeon,2,0,70
72941617,pigeon,2,1,25
72941617,pigeon,2,2,50
72941617,guinea_pig,3,0,3
72941617,guinea_pig,3,1,41
72941617,guinea_pig,3,2,21
72941617,rabbit,4,0,53
72941617,rabbit,4,1,51
72941617,rabbit,4,2,36
72941617,mouse,1,0,75
72941617,mouse,1,1,92
72941617,mouse,1,2,100
93138546,pigeon,4,0,60
93138546,pigeon,4,1,40
93138546,pigeon,4,2,90
93138546,rabbit,1,0,90
93138546,rabbit,1,1,95
93138546,rabbit,1,2,100
93138546,guinea_pig,2,0,70
93138546,guinea_pig,2,1,75
93138546,guinea_pig,2,2,80
93138546,mouse,3,0,50
93138546,mouse,3,1,40
93138546,mouse,3,2,40
78379380,rabbit,2,0,60
78379380,rabbit,2,1,40
78379380,rabbit,2,2,30
78379380,pigeon,1,0,70
78379380,pigeon,1,1,60
78379380,pigeon,1,2,65
78379380,guinea_pig,4,0,65
78379380,guinea_pig,4,1,40
78379380,guinea_pig,4,2,60
78379380,mouse,3,0,20
78379380,mouse,3,1,10
78379380,mouse,3,2,3
22145837,rabbit,1,0,68
22145837,rabbit,1,1,65
22145837,rabbit,1,2,66
22145837,guinea_pig,4,0,36
22145837,guinea_pig,4,1,32
22145837,guinea_pig,4,2,31
22145837,mouse,3,0,46
22145837,mouse,3,1,45
22145837,mouse,3,2,48
22145837,pigeon,2,0,55
22145837,pigeon,2,1,59
22145837,pigeon,2,2,50
73892424,guinea_pig,2,0,66
73892424,guinea_pig,2,1,73
73892424,guinea_pig,2,2,77
73892424,pigeon,1,0,60
73892424,pigeon,1,1,70
73892424,pigeon,1,2,75
73892424,rabbit,4,0,70
73892424,rabbit,4,1,76
73892424,rabbit,4,2,83
73892424,mouse,3,0,54
73892424,mouse,3,1,59
73892424,mouse,3,2,66
68733763,rabbit,3,0,65
68733763,rabbit,3,1,30
68733763,rabbit,3,2,45
68733763,guinea_pig,1,0,100
68733763,guinea_pig,1,1,100
68733763,guinea_pig,1,2,100
68733763,pigeon,4,0,95
68733763,pigeon,4,1,95
68733763,pigeon,4,2,95
68733763,mouse,2,0,85
68733763,mouse,2,1,95
68733763,mouse,2,2,85
77445298,mouse,4,0,50
77445298,mouse,4,1,70
77445298,mouse,4,2,70
77445298,rabbit,1,0,50
77445298,rabbit,1,1,50
77445298,rabbit,1,2,70
77445298,guinea_pig,3,0,50
77445298,guinea_pig,3,1,50
77445298,guinea_pig,3,2,70
77445298,pigeon,2,0,50
77445298,pigeon,2,1,50
77445298,pigeon,2,2,70
22208848,guinea_pig,3,0,60
22208848,guinea_pig,3,1,60
22208848,guinea_pig,3,2,50
22208848,rabbit,4,0,0
22208848,rabbit,4,1,0
22208848,rabbit,4,2,0
22208848,pigeon,2,0,0
22208848,pigeon,2,1,20
22208848,pigeon,2,2,30
22208848,mouse,1,0,10
22208848,mouse,1,1,0
22208848,mouse,1,2,0
